barcode	disease	samples	x	y	type	color	cancerType	Label	delta_ESCCDMRsVSEACDMRs
TCGA-UY-A8OB	BLCA	TCGA-UY-A8OB-01	385	166	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.148769979044281
TCGA-UY-A8OC	BLCA	TCGA-UY-A8OC-01	257	147	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.158486976852028
TCGA-UY-A9PB	BLCA	TCGA-UY-A9PB-01	309	175	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.128134317621232
TCGA-XF-A8HD	BLCA	TCGA-XF-A8HD-01	335	188	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.0115813463460291
TCGA-XF-A8HE	BLCA	TCGA-XF-A8HE-01	302	166	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.126516499241108
TCGA-XF-A9SJ	BLCA	TCGA-XF-A9SJ-01	310	187	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	0.00221360661169967
TCGA-XF-A9SM	BLCA	TCGA-XF-A9SM-01	315	174	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.105899029485884
TCGA-XF-A9SX	BLCA	TCGA-XF-A9SX-01	298	179	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.0176409402492255
TCGA-XF-A9SY	BLCA	TCGA-XF-A9SY-01	309	174	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.111818328916502
TCGA-XF-A9T2	BLCA	TCGA-XF-A9T2-01	361	238	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	0.0240034992547987
TCGA-XF-A9T3	BLCA	TCGA-XF-A9T3-01	291	184	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.0328591045035893
TCGA-XF-A9T4	BLCA	TCGA-XF-A9T4-01	358	100	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.203669583742857
TCGA-XF-A9T5	BLCA	TCGA-XF-A9T5-01	264	149	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.153238742542611
TCGA-XF-A9T6	BLCA	TCGA-XF-A9T6-01	351	185	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.0881335881833352
TCGA-XF-A9T8	BLCA	TCGA-XF-A9T8-01	342	169	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.140866234666752
TCGA-XF-AAME	BLCA	TCGA-XF-AAME-01	215	259	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.0910771439940823
TCGA-XF-AAMH	BLCA	TCGA-XF-AAMH-01	317	213	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	0.00611879190408293
TCGA-XF-AAMT	BLCA	TCGA-XF-AAMT-01	298	168	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.172491223633352
TCGA-XF-AAMW	BLCA	TCGA-XF-AAMW-01	345	113	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.161315844151934
TCGA-XF-AAN0	BLCA	TCGA-XF-AAN0-01	280	190	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	0.017685648606833
TCGA-XF-AAN2	BLCA	TCGA-XF-AAN2-01	323	190	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.0270750429879477
TCGA-XF-AAN3	BLCA	TCGA-XF-AAN3-01	336	166	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.164008597962305
TCGA-XF-AAN4	BLCA	TCGA-XF-AAN4-01	160	227	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.0705344617672963
TCGA-XF-AAN5	BLCA	TCGA-XF-AAN5-01	359	151	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.162883115333795
TCGA-YC-A9TC	BLCA	TCGA-YC-A9TC-01	193	213	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.0199871162175144
TCGA-YF-AA3M	BLCA	TCGA-YF-AA3M-01	353	143	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.118700863428779
TCGA-ZF-A9RD	BLCA	TCGA-ZF-A9RD-01	348	164	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.207165731910138
TCGA-ZF-A9RE	BLCA	TCGA-ZF-A9RE-01	294	135	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.182239484654372
TCGA-ZF-A9RF	BLCA	TCGA-ZF-A9RF-01	311	185	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.0214952411484727
TCGA-ZF-A9RN	BLCA	TCGA-ZF-A9RN-01	152	196	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.159009217271888
TCGA-ZF-AA4N	BLCA	TCGA-ZF-AA4N-01	335	157	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.221734889605845
TCGA-ZF-AA4R	BLCA	TCGA-ZF-AA4R-01	275	91	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.19194837343959
TCGA-ZF-AA4V	BLCA	TCGA-ZF-AA4V-01	362	162	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.0344986359099728
TCGA-ZF-AA4W	BLCA	TCGA-ZF-AA4W-01	342	158	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.132207750249109
TCGA-ZF-AA53	BLCA	TCGA-ZF-AA53-01	356	98	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.139276069569863
TCGA-ZF-AA54	BLCA	TCGA-ZF-AA54-01	159	224	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.0950225384618042
TCGA-ZF-AA56	BLCA	TCGA-ZF-AA56-01	277	148	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.130232106661771
TCGA-ZF-AA58	BLCA	TCGA-ZF-AA58-01	228	198	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.100892487400503
TCGA-ZF-AA5H	BLCA	TCGA-ZF-AA5H-01	339	163	1	green	BLCA (Ba/Sq)	BLCA (Ba/Sq)	-0.0490519968127864
TCGA-2F-A9KO	BLCA	TCGA-2F-A9KO-01	280	151	1	#FAD2D9	BLCA (Others)	Others	-0.0549974325666887
TCGA-2F-A9KP	BLCA	TCGA-2F-A9KP-01	287	182	1	#FAD2D9	BLCA (Others)	Others	-0.0197499855859097
TCGA-2F-A9KQ	BLCA	TCGA-2F-A9KQ-01	191	212	1	#FAD2D9	BLCA (Others)	Others	-0.00349207802285173
TCGA-2F-A9KW	BLCA	TCGA-2F-A9KW-01	276	198	1	#FAD2D9	BLCA (Others)	Others	0.0276580056226088
TCGA-4Z-AA7M	BLCA	TCGA-4Z-AA7M-01	311	193	1	#FAD2D9	BLCA (Others)	Others	-0.0962019427476645
TCGA-4Z-AA7N	BLCA	TCGA-4Z-AA7N-01	228	200	1	#FAD2D9	BLCA (Others)	Others	-0.0390771709621481
TCGA-4Z-AA7O	BLCA	TCGA-4Z-AA7O-01	152	193	1	#FAD2D9	BLCA (Others)	Others	-0.04575116907927
TCGA-4Z-AA7R	BLCA	TCGA-4Z-AA7R-01	268	100	1	#FAD2D9	BLCA (Others)	Others	0.0810919927781805
TCGA-4Z-AA7S	BLCA	TCGA-4Z-AA7S-01	358	93	1	#FAD2D9	BLCA (Others)	Others	-0.00826890074892528
TCGA-4Z-AA7Y	BLCA	TCGA-4Z-AA7Y-01	192	209	1	#FAD2D9	BLCA (Others)	Others	-0.0623682884377503
TCGA-4Z-AA80	BLCA	TCGA-4Z-AA80-01	286	191	1	#FAD2D9	BLCA (Others)	Others	-0.01582029719981
TCGA-4Z-AA83	BLCA	TCGA-4Z-AA83-01	334	207	1	#FAD2D9	BLCA (Others)	Others	-0.0771389007742467
TCGA-4Z-AA87	BLCA	TCGA-4Z-AA87-01	306	189	1	#FAD2D9	BLCA (Others)	Others	-0.003921243836983
TCGA-4Z-AA89	BLCA	TCGA-4Z-AA89-01	153	196	1	#FAD2D9	BLCA (Others)	Others	-0.0612606435401212
TCGA-5N-A9KI	BLCA	TCGA-5N-A9KI-01	292	187	1	#FAD2D9	BLCA (Others)	Others	0.0108848923115
TCGA-5N-A9KM	BLCA	TCGA-5N-A9KM-01	193	211	1	#FAD2D9	BLCA (Others)	Others	-0.0234866134224421
TCGA-BL-A3JM	BLCA	TCGA-BL-A3JM-01	351	228	1	#FAD2D9	BLCA (Others)	Others	-0.0236746837122982
TCGA-BT-A20P	BLCA	TCGA-BT-A20P-01	153	192	1	#FAD2D9	BLCA (Others)	Others	-0.0258652390661209
TCGA-BT-A20Q	BLCA	TCGA-BT-A20Q-01	196	212	1	#FAD2D9	BLCA (Others)	Others	-0.0824678935152083
TCGA-BT-A20R	BLCA	TCGA-BT-A20R-01	293	177	1	#FAD2D9	BLCA (Others)	Others	-0.0274295383827218
TCGA-BT-A20T	BLCA	TCGA-BT-A20T-01	191	213	1	#FAD2D9	BLCA (Others)	Others	-0.122114483544147
TCGA-BT-A20W	BLCA	TCGA-BT-A20W-01	277	156	1	#FAD2D9	BLCA (Others)	Others	-0.0207081678531061
TCGA-BT-A2LA	BLCA	TCGA-BT-A2LA-01	353	238	1	#FAD2D9	BLCA (Others)	Others	-0.0832311733196572
TCGA-BT-A2LB	BLCA	TCGA-BT-A2LB-01	294	181	1	#FAD2D9	BLCA (Others)	Others	-0.0110145881963223
TCGA-BT-A3PH	BLCA	TCGA-BT-A3PH-01	392	112	1	#FAD2D9	BLCA (Others)	Others	-0.00390610891539517
TCGA-BT-A42C	BLCA	TCGA-BT-A42C-01	241	143	1	#FAD2D9	BLCA (Others)	Others	-0.0501975291279051
TCGA-C4-A0EZ	BLCA	TCGA-C4-A0EZ-01	300	204	1	#FAD2D9	BLCA (Others)	Others	-0.104281647238448
TCGA-C4-A0F6	BLCA	TCGA-C4-A0F6-01	193	209	1	#FAD2D9	BLCA (Others)	Others	-0.0754229136539271
TCGA-CF-A1HR	BLCA	TCGA-CF-A1HR-01	291	187	1	#FAD2D9	BLCA (Others)	Others	-0.054580456939168
TCGA-CF-A27C	BLCA	TCGA-CF-A27C-01	153	190	1	#FAD2D9	BLCA (Others)	Others	-0.0578113397776998
TCGA-CF-A3MF	BLCA	TCGA-CF-A3MF-01	333	208	1	#FAD2D9	BLCA (Others)	Others	0.0215743829960593
TCGA-CF-A3MG	BLCA	TCGA-CF-A3MG-01	153	193	1	#FAD2D9	BLCA (Others)	Others	-0.0102457171547169
TCGA-CF-A3MH	BLCA	TCGA-CF-A3MH-01	283	187	1	#FAD2D9	BLCA (Others)	Others	-0.0534879160230209
TCGA-CF-A3MI	BLCA	TCGA-CF-A3MI-01	333	209	1	#FAD2D9	BLCA (Others)	Others	-0.0101166386660189
TCGA-CF-A47S	BLCA	TCGA-CF-A47S-01	334	208	1	#FAD2D9	BLCA (Others)	Others	-0.0307235881691031
TCGA-CF-A47T	BLCA	TCGA-CF-A47T-01	150	192	1	#FAD2D9	BLCA (Others)	Others	-0.112738790492315
TCGA-CF-A47V	BLCA	TCGA-CF-A47V-01	357	96	1	#FAD2D9	BLCA (Others)	Others	-0.0249080811705368
TCGA-CF-A47W	BLCA	TCGA-CF-A47W-01	337	210	1	#FAD2D9	BLCA (Others)	Others	-0.0498888158376203
TCGA-CF-A47X	BLCA	TCGA-CF-A47X-01	336	208	1	#FAD2D9	BLCA (Others)	Others	0.00217502472451525
TCGA-CF-A47Y	BLCA	TCGA-CF-A47Y-01	334	210	1	#FAD2D9	BLCA (Others)	Others	-0.0137185523219873
TCGA-CF-A5U8	BLCA	TCGA-CF-A5U8-01	331	207	1	#FAD2D9	BLCA (Others)	Others	-0.0121323138488822
TCGA-CF-A5UA	BLCA	TCGA-CF-A5UA-01	151	191	1	#FAD2D9	BLCA (Others)	Others	-0.107234278159287
TCGA-CF-A7I0	BLCA	TCGA-CF-A7I0-01	294	185	1	#FAD2D9	BLCA (Others)	Others	-0.0278156292195431
TCGA-CF-A8HX	BLCA	TCGA-CF-A8HX-01	156	194	1	#FAD2D9	BLCA (Others)	Others	-0.0418390569214364
TCGA-CF-A8HY	BLCA	TCGA-CF-A8HY-01	154	194	1	#FAD2D9	BLCA (Others)	Others	-0.102748312127911
TCGA-CF-A9FF	BLCA	TCGA-CF-A9FF-01	293	186	1	#FAD2D9	BLCA (Others)	Others	0.00510469708792505
TCGA-CF-A9FH	BLCA	TCGA-CF-A9FH-01	152	191	1	#FAD2D9	BLCA (Others)	Others	-0.00736164646022236
TCGA-CF-A9FL	BLCA	TCGA-CF-A9FL-01	152	195	1	#FAD2D9	BLCA (Others)	Others	-0.043674151405155
TCGA-CF-A9FM	BLCA	TCGA-CF-A9FM-01	336	207	1	#FAD2D9	BLCA (Others)	Others	-0.0446989507665307
TCGA-CU-A0YO	BLCA	TCGA-CU-A0YO-01	294	177	1	#FAD2D9	BLCA (Others)	Others	-0.0595894945015997
TCGA-CU-A0YR	BLCA	TCGA-CU-A0YR-01	212	75	1	#FAD2D9	BLCA (Others)	Others	0.011770062045545
TCGA-CU-A3QU	BLCA	TCGA-CU-A3QU-01	329	203	1	#FAD2D9	BLCA (Others)	Others	0.171133759672671
TCGA-CU-A3YL	BLCA	TCGA-CU-A3YL-01	194	214	1	#FAD2D9	BLCA (Others)	Others	-0.0237030899176539
TCGA-CU-A5W6	BLCA	TCGA-CU-A5W6-01	290	189	1	#FAD2D9	BLCA (Others)	Others	-0.0927697542224785
TCGA-DK-A1A3	BLCA	TCGA-DK-A1A3-01	272	198	1	#FAD2D9	BLCA (Others)	Others	0.026145862902848
TCGA-DK-A1A6	BLCA	TCGA-DK-A1A6-01	359	96	1	#FAD2D9	BLCA (Others)	Others	-0.0380340663228071
TCGA-DK-A1A7	BLCA	TCGA-DK-A1A7-01	244	159	1	#FAD2D9	BLCA (Others)	Others	-0.0377524158466481
TCGA-DK-A1AA	BLCA	TCGA-DK-A1AA-01	152	194	1	#FAD2D9	BLCA (Others)	Others	-0.0677245201765662
TCGA-DK-A1AC	BLCA	TCGA-DK-A1AC-01	236	171	1	#FAD2D9	BLCA (Others)	Others	0.0873286312280027
TCGA-DK-A1AD	BLCA	TCGA-DK-A1AD-01	239	158	1	#FAD2D9	BLCA (Others)	Others	-0.00866135902418191
TCGA-DK-A1AF	BLCA	TCGA-DK-A1AF-01	292	171	1	#FAD2D9	BLCA (Others)	Others	-0.0521344176862544
TCGA-DK-A1AG	BLCA	TCGA-DK-A1AG-01	192	210	1	#FAD2D9	BLCA (Others)	Others	-0.0680178202845333
TCGA-DK-A2HX	BLCA	TCGA-DK-A2HX-01	293	181	1	#FAD2D9	BLCA (Others)	Others	0.0602241881647089
TCGA-DK-A2I1	BLCA	TCGA-DK-A2I1-01	195	214	1	#FAD2D9	BLCA (Others)	Others	-0.0225264493588251
TCGA-DK-A3IK	BLCA	TCGA-DK-A3IK-01	282	111	1	#FAD2D9	BLCA (Others)	Others	0.0121261243487448
TCGA-DK-A3IL	BLCA	TCGA-DK-A3IL-01	317	190	1	#FAD2D9	BLCA (Others)	Others	-0.046580481357303
TCGA-DK-A3IQ	BLCA	TCGA-DK-A3IQ-01	221	251	1	#FAD2D9	BLCA (Others)	Others	-0.113566132578755
TCGA-DK-A3IS	BLCA	TCGA-DK-A3IS-01	191	210	1	#FAD2D9	BLCA (Others)	Others	-0.056999130745281
TCGA-DK-A3IT	BLCA	TCGA-DK-A3IT-01	296	183	1	#FAD2D9	BLCA (Others)	Others	-0.0311610080940363
TCGA-DK-A3IV	BLCA	TCGA-DK-A3IV-01	321	195	1	#FAD2D9	BLCA (Others)	Others	0.0711233198428842
TCGA-DK-A3WY	BLCA	TCGA-DK-A3WY-01	164	225	1	#FAD2D9	BLCA (Others)	Others	-0.0439571263458617
TCGA-DK-A3X1	BLCA	TCGA-DK-A3X1-01	319	194	1	#FAD2D9	BLCA (Others)	Others	-0.0626041247861083
TCGA-DK-A6AV	BLCA	TCGA-DK-A6AV-01	297	184	1	#FAD2D9	BLCA (Others)	Others	-0.0625547897774645
TCGA-DK-A6AW	BLCA	TCGA-DK-A6AW-01	337	209	1	#FAD2D9	BLCA (Others)	Others	0.0723381145063843
TCGA-DK-A6B0	BLCA	TCGA-DK-A6B0-01	336	209	1	#FAD2D9	BLCA (Others)	Others	-0.0172293846471047
TCGA-DK-A6B1	BLCA	TCGA-DK-A6B1-01	328	204	1	#FAD2D9	BLCA (Others)	Others	0.165030596766601
TCGA-DK-A6B2	BLCA	TCGA-DK-A6B2-01	283	190	1	#FAD2D9	BLCA (Others)	Others	-0.0252625732544564
TCGA-DK-A6B6	BLCA	TCGA-DK-A6B6-01	354	167	1	#FAD2D9	BLCA (Others)	Others	-0.0211744515785013
TCGA-DK-AA6P	BLCA	TCGA-DK-AA6P-01	242	144	1	#FAD2D9	BLCA (Others)	Others	-0.00540760596462486
TCGA-DK-AA6T	BLCA	TCGA-DK-AA6T-01	178	264	1	#FAD2D9	BLCA (Others)	Others	-0.0237960440429851
TCGA-DK-AA6U	BLCA	TCGA-DK-AA6U-01	274	188	1	#FAD2D9	BLCA (Others)	Others	0.00699236237086553
TCGA-DK-AA6W	BLCA	TCGA-DK-AA6W-01	277	134	1	#FAD2D9	BLCA (Others)	Others	-0.0968837027114031
TCGA-DK-AA6X	BLCA	TCGA-DK-AA6X-01	255	214	1	#FAD2D9	BLCA (Others)	Others	-0.0788368622638151
TCGA-DK-AA71	BLCA	TCGA-DK-AA71-01	290	188	1	#FAD2D9	BLCA (Others)	Others	-0.113655349525815
TCGA-DK-AA75	BLCA	TCGA-DK-AA75-01	280	181	1	#FAD2D9	BLCA (Others)	Others	0.0878987870686644
TCGA-DK-AA76	BLCA	TCGA-DK-AA76-01	248	141	1	#FAD2D9	BLCA (Others)	Others	-0.0357668849784413
TCGA-DK-AA77	BLCA	TCGA-DK-AA77-01	153	195	1	#FAD2D9	BLCA (Others)	Others	-0.0570004529160841
TCGA-E5-A4U1	BLCA	TCGA-E5-A4U1-01	358	95	1	#FAD2D9	BLCA (Others)	Others	-0.0187351049373166
TCGA-E7-A3Y1	BLCA	TCGA-E7-A3Y1-01	334	211	1	#FAD2D9	BLCA (Others)	Others	-0.0483278309009221
TCGA-E7-A4IJ	BLCA	TCGA-E7-A4IJ-01	326	200	1	#FAD2D9	BLCA (Others)	Others	-0.026732142981538
TCGA-E7-A4XJ	BLCA	TCGA-E7-A4XJ-01	337	208	1	#FAD2D9	BLCA (Others)	Others	0.0135433057206914
TCGA-E7-A519	BLCA	TCGA-E7-A519-01	335	207	1	#FAD2D9	BLCA (Others)	Others	-0.0268297251804755
TCGA-E7-A541	BLCA	TCGA-E7-A541-01	338	284	1	#FAD2D9	BLCA (Others)	Others	-0.0812571855904423
TCGA-E7-A5KE	BLCA	TCGA-E7-A5KE-01	280	184	1	#FAD2D9	BLCA (Others)	Others	0.00470179757572647
TCGA-E7-A5KF	BLCA	TCGA-E7-A5KF-01	298	81	1	#FAD2D9	BLCA (Others)	Others	0.00244139839003521
TCGA-E7-A677	BLCA	TCGA-E7-A677-01	286	192	1	#FAD2D9	BLCA (Others)	Others	-0.062412829519716
TCGA-E7-A678	BLCA	TCGA-E7-A678-01	335	208	1	#FAD2D9	BLCA (Others)	Others	-0.0512748854549995
TCGA-E7-A6MD	BLCA	TCGA-E7-A6MD-01	350	95	1	#FAD2D9	BLCA (Others)	Others	-0.0600594198988915
TCGA-E7-A6ME	BLCA	TCGA-E7-A6ME-01	311	204	1	#FAD2D9	BLCA (Others)	Others	0.0277192961761906
TCGA-E7-A6MF	BLCA	TCGA-E7-A6MF-01	335	210	1	#FAD2D9	BLCA (Others)	Others	-0.0634624836354863
TCGA-E7-A7DU	BLCA	TCGA-E7-A7DU-01	155	194	1	#FAD2D9	BLCA (Others)	Others	-0.0327476151861869
TCGA-E7-A7PW	BLCA	TCGA-E7-A7PW-01	423	140	1	#FAD2D9	BLCA (Others)	Others	-0.0096562075884421
TCGA-E7-A85H	BLCA	TCGA-E7-A85H-01	280	89	1	#FAD2D9	BLCA (Others)	Others	-0.00740655892851438
TCGA-E7-A8O7	BLCA	TCGA-E7-A8O7-01	154	196	1	#FAD2D9	BLCA (Others)	Others	-0.0278066459604492
TCGA-E7-A97Q	BLCA	TCGA-E7-A97Q-01	278	88	1	#FAD2D9	BLCA (Others)	Others	0.0523774074321421
TCGA-FD-A3NA	BLCA	TCGA-FD-A3NA-01	285	192	1	#FAD2D9	BLCA (Others)	Others	-0.0530222214435454
TCGA-FD-A3SJ	BLCA	TCGA-FD-A3SJ-01	243	156	1	#FAD2D9	BLCA (Others)	Others	-0.04675492924057
TCGA-FD-A3SL	BLCA	TCGA-FD-A3SL-01	195	177	1	#FAD2D9	BLCA (Others)	Others	0.0418580298206285
TCGA-FD-A3SM	BLCA	TCGA-FD-A3SM-01	279	107	1	#FAD2D9	BLCA (Others)	Others	-0.1058857001857
TCGA-FD-A3SQ	BLCA	TCGA-FD-A3SQ-01	222	259	1	#FAD2D9	BLCA (Others)	Others	-0.0632316354156153
TCGA-FD-A3SR	BLCA	TCGA-FD-A3SR-01	281	109	1	#FAD2D9	BLCA (Others)	Others	0.0320208635247031
TCGA-FD-A43N	BLCA	TCGA-FD-A43N-01	302	196	1	#FAD2D9	BLCA (Others)	Others	-0.031115455546834
TCGA-FD-A43P	BLCA	TCGA-FD-A43P-01	233	184	1	#FAD2D9	BLCA (Others)	Others	-0.0165892471013919
TCGA-FD-A43S	BLCA	TCGA-FD-A43S-01	230	204	1	#FAD2D9	BLCA (Others)	Others	-0.0421867962286194
TCGA-FD-A43U	BLCA	TCGA-FD-A43U-01	298	177	1	#FAD2D9	BLCA (Others)	Others	-0.0385273604567109
TCGA-FD-A43X	BLCA	TCGA-FD-A43X-01	152	192	1	#FAD2D9	BLCA (Others)	Others	-0.0329782036274349
TCGA-FD-A5BR	BLCA	TCGA-FD-A5BR-01	188	214	1	#FAD2D9	BLCA (Others)	Others	-0.0378439661541028
TCGA-FD-A5BS	BLCA	TCGA-FD-A5BS-01	229	201	1	#FAD2D9	BLCA (Others)	Others	-0.0184991792147362
TCGA-FD-A5BV	BLCA	TCGA-FD-A5BV-01	304	138	1	#FAD2D9	BLCA (Others)	Others	-0.0306321069106102
TCGA-FD-A5BX	BLCA	TCGA-FD-A5BX-01	161	224	1	#FAD2D9	BLCA (Others)	Others	-0.0903613582668958
TCGA-FD-A5BZ	BLCA	TCGA-FD-A5BZ-01	271	158	1	#FAD2D9	BLCA (Others)	Others	-0.0675377572805066
TCGA-FD-A5C0	BLCA	TCGA-FD-A5C0-01	303	167	1	#FAD2D9	BLCA (Others)	Others	-0.0911647863452453
TCGA-FD-A62O	BLCA	TCGA-FD-A62O-01	323	199	1	#FAD2D9	BLCA (Others)	Others	-0.00163919220207076
TCGA-FD-A6TA	BLCA	TCGA-FD-A6TA-01	284	193	1	#FAD2D9	BLCA (Others)	Others	-0.0320857618813884
TCGA-FD-A6TB	BLCA	TCGA-FD-A6TB-01	232	203	1	#FAD2D9	BLCA (Others)	Others	-0.0428596600819139
TCGA-FD-A6TC	BLCA	TCGA-FD-A6TC-01	296	162	1	#FAD2D9	BLCA (Others)	Others	-0.0851435338137203
TCGA-FD-A6TE	BLCA	TCGA-FD-A6TE-01	320	197	1	#FAD2D9	BLCA (Others)	Others	-0.0717396381620294
TCGA-FD-A6TF	BLCA	TCGA-FD-A6TF-01	297	180	1	#FAD2D9	BLCA (Others)	Others	-0.0444213906110945
TCGA-FD-A6TG	BLCA	TCGA-FD-A6TG-01	290	183	1	#FAD2D9	BLCA (Others)	Others	-0.0783179742445691
TCGA-FD-A6TI	BLCA	TCGA-FD-A6TI-01	333	205	1	#FAD2D9	BLCA (Others)	Others	-0.0458809155113084
TCGA-FJ-A3Z7	BLCA	TCGA-FJ-A3Z7-01	361	239	1	#FAD2D9	BLCA (Others)	Others	0.0674630426914866
TCGA-FJ-A3Z9	BLCA	TCGA-FJ-A3Z9-01	335	209	1	#FAD2D9	BLCA (Others)	Others	-0.0443663629768377
TCGA-FJ-A3ZE	BLCA	TCGA-FJ-A3ZE-01	271	119	1	#FAD2D9	BLCA (Others)	Others	-0.0627902571844374
TCGA-FJ-A3ZF	BLCA	TCGA-FJ-A3ZF-01	306	201	1	#FAD2D9	BLCA (Others)	Others	0.0889244104761731
TCGA-FJ-A871	BLCA	TCGA-FJ-A871-01	357	233	1	#FAD2D9	BLCA (Others)	Others	-0.107284076557346
TCGA-FT-A3EE	BLCA	TCGA-FT-A3EE-01	321	197	1	#FAD2D9	BLCA (Others)	Others	-0.0589789125373423
TCGA-G2-A2EK	BLCA	TCGA-G2-A2EK-01	294	182	1	#FAD2D9	BLCA (Others)	Others	-0.0181988100518303
TCGA-G2-A2EL	BLCA	TCGA-G2-A2EL-01	349	226	1	#FAD2D9	BLCA (Others)	Others	-0.0845953924778247
TCGA-G2-A2EO	BLCA	TCGA-G2-A2EO-01	299	178	1	#FAD2D9	BLCA (Others)	Others	-0.0605450995131293
TCGA-G2-A3IE	BLCA	TCGA-G2-A3IE-01	284	128	1	#FAD2D9	BLCA (Others)	Others	-0.0183756456217858
TCGA-G2-A3VY	BLCA	TCGA-G2-A3VY-01	281	107	1	#FAD2D9	BLCA (Others)	Others	-0.00506758856990386
TCGA-G2-AA3B	BLCA	TCGA-G2-AA3B-01	330	202	1	#FAD2D9	BLCA (Others)	Others	0.0637411895984494
TCGA-G2-AA3D	BLCA	TCGA-G2-AA3D-01	294	186	1	#FAD2D9	BLCA (Others)	Others	-0.0437410218791336
TCGA-G2-AA3F	BLCA	TCGA-G2-AA3F-01	319	198	1	#FAD2D9	BLCA (Others)	Others	0.00522415242309626
TCGA-GC-A3BM	BLCA	TCGA-GC-A3BM-01	301	145	1	#FAD2D9	BLCA (Others)	Others	-0.114421874540292
TCGA-GC-A3OO	BLCA	TCGA-GC-A3OO-01	294	180	1	#FAD2D9	BLCA (Others)	Others	-0.014046602676659
TCGA-GC-A3RB	BLCA	TCGA-GC-A3RB-01	420	142	1	#FAD2D9	BLCA (Others)	Others	-0.0704187273577806
TCGA-GC-A3RD	BLCA	TCGA-GC-A3RD-01	285	119	1	#FAD2D9	BLCA (Others)	Others	-0.122703308595303
TCGA-GC-A4ZW	BLCA	TCGA-GC-A4ZW-01	316	196	1	#FAD2D9	BLCA (Others)	Others	0.0754696836439966
TCGA-GC-A6I3	BLCA	TCGA-GC-A6I3-01	305	182	1	#FAD2D9	BLCA (Others)	Others	-0.057810735138155
TCGA-GD-A2C5	BLCA	TCGA-GD-A2C5-01	237	156	1	#FAD2D9	BLCA (Others)	Others	-0.0102436325457103
TCGA-GD-A3OP	BLCA	TCGA-GD-A3OP-01	293	183	1	#FAD2D9	BLCA (Others)	Others	0.0237864824980806
TCGA-GD-A6C6	BLCA	TCGA-GD-A6C6-01	149	193	1	#FAD2D9	BLCA (Others)	Others	-0.0276872227287815
TCGA-GD-A76B	BLCA	TCGA-GD-A76B-01	289	189	1	#FAD2D9	BLCA (Others)	Others	-0.00954418508304078
TCGA-GU-A42P	BLCA	TCGA-GU-A42P-01	304	204	1	#FAD2D9	BLCA (Others)	Others	0.111204491511836
TCGA-GU-A42R	BLCA	TCGA-GU-A42R-01	194	213	1	#FAD2D9	BLCA (Others)	Others	-0.128350784141223
TCGA-GU-A763	BLCA	TCGA-GU-A763-01	156	193	1	#FAD2D9	BLCA (Others)	Others	-0.024533024954686
TCGA-GU-A767	BLCA	TCGA-GU-A767-01	295	183	1	#FAD2D9	BLCA (Others)	Others	-0.0533583739838596
TCGA-GU-AATO	BLCA	TCGA-GU-AATO-01	298	190	1	#FAD2D9	BLCA (Others)	Others	0.00524440242676938
